DateTime,Hour,Session ID,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Source_File,Start_Time
2023-05-05 09:00:00,10,19,09:00-09:15,3791.70,5258.10,2806.90,2806.9,3512.84,May%202023.xlsx,09:00
2023-05-03 16:45:00,17,34,16:45-17:00,3794.80,5170.10,3127.70,3127.7,2730.41,May%202023.xlsx,16:45
2023-05-12 02:15:00,3,5,02:15-02:30,3796.50,3214.50,1404.60,1404.6,5339.23,May%202023.xlsx,02:15
2023-05-14 05:45:00,6,12,05:45-06:00,3801.30,4087.70,2108.70,2108.7,3500.42,May%202023.xlsx,05:45
2023-05-27 02:15:00,3,5,02:15-02:30,3801.40,4518.20,2459.97,2459.97,4499.45,May%202023.xlsx,02:15
2023-05-14 02:15:00,3,5,02:15-02:30,3802.00,4398.90,1994.10,1994.1,3997.21,May%202023.xlsx,02:15
2023-05-24 18:45:00,19,38,18:45-19:00,3802.40,5333.70,2836.80,2836.8,3510.82,May%202023.xlsx,18:45
2023-05-14 11:30:00,12,24,11:30-11:45,3802.70,7272.40,3766.71,3766.71,1841.52,May%202023.xlsx,11:30
2023-05-01 19:45:00,20,40,19:45-20:00,3803.00,5814.50,3027.69,3027.69,3330.97,May%202023.xlsx,19:45
2023-05-15 13:30:00,14,28,13:30-13:45,3805.10,5361.30,3085.46,3085.46,2840.7,May%202023.xlsx,13:30
2023-05-14 12:30:00,13,26,12:30-12:45,3805.50,6426.20,3119.90,3119.9,2899.36,May%202023.xlsx,12:30
2023-05-27 10:00:00,11,21,10:00-10:15,3806.30,9020.90,3752.81,3752.81,699.82,May%202023.xlsx,10:00
2023-05-05 09:15:00,10,19,09:15-09:30,3807.60,5046.10,2763.70,2763.7,3705.89,May%202023.xlsx,09:15
2023-05-14 04:45:00,5,10,04:45-05:00,3809.00,4463.50,2290.50,2290.5,3680.09,May%202023.xlsx,04:45
2023-05-13 17:00:00,18,35,17:00-17:15,3810.60,5304.50,2576.00,2576.0,5339.5,May%202023.xlsx,17:00
2023-05-12 02:00:00,3,5,02:00-02:15,3813.60,3115.00,1443.10,1443.1,5499.16,May%202023.xlsx,02:00
2023-05-06 08:45:00,9,18,08:45-09:00,3814.00,5116.60,2828.45,2828.45,3512.8,May%202023.xlsx,08:45
2023-05-28 11:00:00,12,23,11:00-11:15,3815.20,5452.20,2308.20,2308.2,4000.63,May%202023.xlsx,11:00
2023-05-05 15:00:00,16,31,15:00-15:15,3816.90,4981.50,2808.40,2808.4,3315.89,May%202023.xlsx,15:00
2023-05-15 11:00:00,12,23,11:00-11:15,3818.50,6598.40,3556.15,3556.15,2209.64,May%202023.xlsx,11:00
2023-05-07 03:45:00,4,8,03:45-04:00,3818.60,4669.50,2492.60,2492.6,4000.83,May%202023.xlsx,03:45
2023-05-21 08:00:00,9,17,08:00-08:15,3819.20,6192.10,3258.99,3258.99,3099.35,May%202023.xlsx,08:00
2023-05-16 10:30:00,11,22,10:30-10:45,3819.20,5947.70,2738.61,2738.62,3000.13,May%202023.xlsx,10:30
2023-05-16 04:15:00,5,9,04:15-04:30,3819.40,4701.70,2606.80,2606.8,3200.98,May%202023.xlsx,04:15
2023-05-02 16:45:00,17,34,16:45-17:00,3819.80,5660.80,3549.91,3549.91,2730.03,May%202023.xlsx,16:45
2023-05-03 11:00:00,12,23,11:00-11:15,3820.40,5662.30,3437.10,3437.1,2771.0,May%202023.xlsx,11:00
2023-05-21 08:15:00,9,17,08:15-08:30,3820.70,6371.70,3245.50,3245.5,3099.28,May%202023.xlsx,08:15
2023-05-06 04:15:00,5,9,04:15-04:30,3821.00,3409.60,1884.63,1884.63,4499.83,May%202023.xlsx,04:15
2023-05-24 10:15:00,11,21,10:15-10:30,3821.50,8387.20,3763.05,3763.05,1499.89,May%202023.xlsx,10:15
2023-05-14 02:00:00,3,5,02:00-02:15,3822.10,4186.80,1844.10,1844.1,4305.97,May%202023.xlsx,02:00
2023-05-07 20:30:00,21,42,20:30-20:45,3822.30,4536.50,2754.80,2754.8,4499.92,May%202023.xlsx,20:30
2023-05-13 08:15:00,9,17,08:15-08:30,3822.80,6023.10,3041.10,3041.1,3330.74,May%202023.xlsx,08:15
2023-05-27 05:45:00,6,12,05:45-06:00,3825.70,5060.50,2593.60,2593.6,3510.13,May%202023.xlsx,05:45
2023-05-16 09:45:00,10,20,09:45-10:00,3827.50,5597.40,2694.90,2694.9,3200.47,May%202023.xlsx,09:45
2023-05-25 15:00:00,16,31,15:00-15:15,3828.70,6059.30,2869.00,2869.0,3660.09,May%202023.xlsx,15:00
2023-05-15 05:30:00,6,12,05:30-05:45,3829.00,4770.00,2801.80,2801.8,2900.87,May%202023.xlsx,05:30
2023-05-07 14:15:00,15,29,14:15-14:30,3831.30,5216.10,2979.10,2979.1,4469.21,May%202023.xlsx,14:15
2023-05-13 01:00:00,2,3,01:00-01:15,3831.90,4085.00,1865.80,1865.8,3530.26,May%202023.xlsx,01:00
2023-05-04 03:15:00,4,7,03:15-03:30,3836.60,4349.10,2475.90,2475.9,3189.82,May%202023.xlsx,03:15
2023-05-06 16:15:00,17,33,16:15-16:30,3838.80,4536.50,2452.74,2452.74,3619.41,May%202023.xlsx,16:15
2023-05-14 04:30:00,5,10,04:30-04:45,3840.60,4308.10,2135.10,2135.1,3830.46,May%202023.xlsx,04:30
2023-05-13 03:45:00,4,8,03:45-04:00,3841.30,4541.40,1689.10,1689.1,4305.09,May%202023.xlsx,03:45
2023-05-28 13:15:00,14,27,13:15-13:30,3843.70,6422.60,2795.10,2795.1,3340.39,May%202023.xlsx,13:15
2023-05-11 06:45:00,7,14,06:45-07:00,3843.80,3420.50,1822.12,1822.12,4500.55,May%202023.xlsx,06:45
2023-05-03 16:15:00,17,33,16:15-16:30,3843.80,5364.50,3266.90,3266.9,2606.78,May%202023.xlsx,16:15
2023-05-13 11:00:00,12,23,11:00-11:15,3844.30,6067.80,3347.20,3347.2,2730.93,May%202023.xlsx,11:00
2023-05-03 12:30:00,13,26,12:30-12:45,3844.30,6383.00,3821.80,3821.8,2150.0,May%202023.xlsx,12:30
2023-05-30 08:30:00,9,18,08:30-08:45,3845.20,6492.00,2796.40,2796.4,3450.27,May%202023.xlsx,08:30
2023-05-13 14:15:00,15,29,14:15-14:30,3847.00,4556.10,2413.30,2413.3,4510.04,May%202023.xlsx,14:15
2023-05-25 14:15:00,15,29,14:15-14:30,3847.10,6999.00,3539.80,3539.8,2700.55,May%202023.xlsx,14:15
2023-05-13 11:30:00,12,24,11:30-11:45,3851.70,6543.80,3697.20,3697.2,2601.0,May%202023.xlsx,11:30
2023-05-10 10:00:00,11,21,10:00-10:15,3851.80,6277.20,3120.80,3120.8,2800.96,May%202023.xlsx,10:00
2023-05-03 01:00:00,2,3,01:00-01:15,3853.70,4135.30,2342.40,2342.4,3000.82,May%202023.xlsx,01:00
2023-05-12 14:00:00,15,29,14:00-14:15,3854.70,5422.80,2578.80,2578.8,4024.21,May%202023.xlsx,14:00
2023-05-14 14:45:00,15,30,14:45-15:00,3855.30,6051.50,2975.70,2975.7,3000.86,May%202023.xlsx,14:45
2023-05-16 09:30:00,10,20,09:30-09:45,3855.70,5904.80,2952.30,2952.3,2900.38,May%202023.xlsx,09:30
2023-05-02 17:15:00,18,35,17:15-17:30,3856.60,5338.30,3329.10,3329.1,2900.83,May%202023.xlsx,17:15
2023-05-14 12:45:00,13,26,12:45-13:00,3857.80,6495.80,3177.22,3177.22,2899.12,May%202023.xlsx,12:45
2023-05-17 09:30:00,10,20,09:30-09:45,3858.90,5922.20,3155.98,3155.97,2900.34,May%202023.xlsx,09:30
2023-05-05 04:30:00,5,10,04:30-04:45,3861.70,3749.40,2001.92,2001.92,4479.59,May%202023.xlsx,04:30
2023-05-03 09:45:00,10,20,09:45-10:00,3862.50,4481.70,2559.75,2559.74,3716.33,May%202023.xlsx,09:45
2023-05-18 12:45:00,13,26,12:45-13:00,3862.60,6288.70,3099.00,3099.0,3200.5,May%202023.xlsx,12:45
2023-05-14 01:45:00,2,4,01:45-02:00,3863.20,4966.30,1737.90,1737.9,4290.5,May%202023.xlsx,01:45
2023-05-03 04:30:00,5,10,04:30-04:45,3865.50,4241.90,2369.60,2369.6,3101.96,May%202023.xlsx,04:30
2023-05-08 03:00:00,4,7,03:00-03:15,3866.00,3787.50,2333.30,2333.3,3830.49,May%202023.xlsx,03:00
2023-05-28 11:30:00,12,24,11:30-11:45,3866.10,6531.70,2865.65,2865.65,3148.33,May%202023.xlsx,11:30
2023-05-02 17:00:00,18,35,17:00-17:15,3867.60,5675.00,3619.33,3619.33,2679.98,May%202023.xlsx,17:00
2023-05-04 00:15:00,1,1,00:15-00:30,3868.30,4021.40,2641.60,2641.6,3330.16,May%202023.xlsx,00:15
2023-05-04 06:15:00,7,13,06:15-06:30,3868.70,3524.90,2174.20,2174.2,4799.62,May%202023.xlsx,06:15
2023-05-08 14:15:00,15,29,14:15-14:30,3868.80,4729.50,2260.30,2260.3,3663.05,May%202023.xlsx,14:15
2023-05-31 12:30:00,13,26,12:30-12:45,3868.80,6208.20,2809.77,2809.77,3487.47,May%202023.xlsx,12:30
2023-05-13 15:00:00,16,31,15:00-15:15,3868.90,4077.50,2310.70,2310.7,4996.58,May%202023.xlsx,15:00
2023-05-13 08:00:00,9,17,08:00-08:15,3869.30,5696.90,2965.30,2965.3,3571.38,May%202023.xlsx,08:00
2023-05-17 08:45:00,9,18,08:45-09:00,3869.90,5814.20,3020.19,3020.19,3213.44,May%202023.xlsx,08:45
2023-05-15 13:45:00,14,28,13:45-14:00,3870.40,5316.80,3055.80,3055.8,2937.88,May%202023.xlsx,13:45
2023-05-15 11:15:00,12,23,11:15-11:30,3870.50,6609.50,3609.13,3609.13,2209.9,May%202023.xlsx,11:15
2023-05-20 07:30:00,8,16,07:30-07:45,3870.70,5837.80,3130.30,3130.3,3221.05,May%202023.xlsx,07:30
2023-05-02 18:00:00,19,37,18:00-18:15,3872.60,4966.20,3364.30,3364.3,3000.76,May%202023.xlsx,18:00
2023-05-28 17:15:00,18,35,17:15-17:30,3872.80,7149.70,3238.10,3238.1,3089.97,May%202023.xlsx,17:15
2023-05-11 09:45:00,10,20,09:45-10:00,3873.50,4516.60,2598.50,2598.5,4479.58,May%202023.xlsx,09:45
2023-05-26 01:45:00,2,4,01:45-02:00,3874.10,6102.20,3714.08,3714.08,1230.96,May%202023.xlsx,01:45
2023-05-20 13:30:00,14,28,13:30-13:45,3876.70,4403.90,1891.65,1891.65,4149.69,May%202023.xlsx,13:30
2023-05-07 20:45:00,21,42,20:45-21:00,3876.70,4329.90,2612.27,2612.27,4951.44,May%202023.xlsx,20:45
2023-05-13 01:15:00,2,3,01:15-01:30,3876.80,4415.30,1688.70,1688.7,3830.52,May%202023.xlsx,01:15
2023-05-24 06:30:00,7,14,06:30-06:45,3877.50,6358.60,3243.30,3243.3,3250.83,May%202023.xlsx,06:30
2023-05-19 07:45:00,8,16,07:45-08:00,3878.00,5319.40,2423.34,2423.34,3999.61,May%202023.xlsx,07:45
2023-05-08 03:15:00,4,7,03:15-03:30,3878.10,3845.40,2380.20,2380.2,3830.0,May%202023.xlsx,03:15
2023-05-08 14:30:00,15,30,14:30-14:45,3879.70,4866.50,2267.11,2267.11,3512.15,May%202023.xlsx,14:30
2023-05-13 00:45:00,1,2,00:45-01:00,3880.40,3816.80,1767.10,1767.1,3950.86,May%202023.xlsx,00:45
2023-05-04 05:00:00,6,11,05:00-05:15,3883.60,3926.90,2151.82,2151.82,3619.43,May%202023.xlsx,05:00
2023-05-18 13:00:00,14,27,13:00-13:15,3883.90,6469.70,2990.60,2990.6,3200.92,May%202023.xlsx,13:00
2023-05-08 18:15:00,19,37,18:15-18:30,3884.00,4482.20,2239.60,2239.6,4600.84,May%202023.xlsx,18:15
2023-05-16 04:30:00,5,10,04:30-04:45,3884.20,4288.50,2223.60,2223.6,3680.11,May%202023.xlsx,04:30
2023-05-01 11:45:00,12,24,11:45-12:00,3884.30,7732.00,3881.60,3881.6,499.61,May%202023.xlsx,11:45
2023-05-06 03:45:00,4,8,03:45-04:00,3885.20,3771.50,1796.30,1796.3,4499.66,May%202023.xlsx,03:45
2023-05-24 20:30:00,21,42,20:30-20:45,3885.50,5376.20,3102.13,3102.14,4050.62,May%202023.xlsx,20:30
2023-05-03 01:15:00,2,3,01:15-01:30,3886.90,4181.40,2388.50,2388.5,3000.78,May%202023.xlsx,01:15
2023-05-08 14:00:00,15,29,14:00-14:15,3888.10,4884.50,2291.66,2291.66,3512.19,May%202023.xlsx,14:00
2023-05-02 10:00:00,11,21,10:00-10:15,3888.60,6585.80,3719.79,3719.79,2500.66,May%202023.xlsx,10:00
2023-05-13 03:30:00,4,8,03:30-03:45,3889.00,4559.70,1707.40,1707.4,4305.91,May%202023.xlsx,03:30
2023-05-16 02:45:00,3,6,02:45-03:00,3889.40,5033.00,3134.10,3134.1,2730.4,May%202023.xlsx,02:45
2023-05-02 13:15:00,14,27,13:15-13:30,3889.40,7121.30,3878.81,3878.81,1721.76,May%202023.xlsx,13:15
2023-05-16 02:30:00,3,6,02:30-02:45,3890.00,5126.60,3228.50,3228.5,2701.88,May%202023.xlsx,02:30
2023-05-07 03:30:00,4,8,03:30-03:45,3891.30,4500.50,2465.90,2465.9,4479.11,May%202023.xlsx,03:30
2023-05-13 11:45:00,12,24,11:45-12:00,3891.90,6288.00,3419.90,3419.9,2800.22,May%202023.xlsx,11:45
2023-05-19 08:00:00,9,17,08:00-08:15,3893.90,4898.20,2533.30,2533.3,3465.97,May%202023.xlsx,08:00
2023-05-14 19:45:00,20,40,19:45-20:00,3896.00,5234.20,2830.60,2830.6,4170.32,May%202023.xlsx,19:45
2023-05-14 03:45:00,4,8,03:45-04:00,3903.00,4124.50,1943.70,1943.7,4185.56,May%202023.xlsx,03:45
2023-05-01 23:30:00,24,48,23:30-23:45,3904.40,5753.30,3822.50,3822.5,1999.96,May%202023.xlsx,23:30
2023-05-01 23:15:00,24,47,23:15-23:30,3905.50,5672.00,3801.70,3801.7,2369.09,May%202023.xlsx,23:15
2023-05-13 09:15:00,10,19,09:15-09:30,3908.60,6256.70,3391.30,3391.3,3050.08,May%202023.xlsx,09:15
2023-05-01 23:00:00,24,47,23:00-23:15,3909.10,5686.80,3805.30,3805.3,2323.0,May%202023.xlsx,23:00
2023-05-31 06:30:00,7,14,06:30-06:45,3909.70,6593.10,3065.20,3065.2,3345.0,May%202023.xlsx,06:30
2023-05-06 06:30:00,7,14,06:30-06:45,3910.80,3290.00,2191.91,2191.91,5339.9,May%202023.xlsx,06:30
2023-05-20 09:30:00,10,20,09:30-09:45,3911.10,5132.90,2546.20,2546.2,3500.41,May%202023.xlsx,09:30
2023-05-31 12:00:00,13,25,12:00-12:15,3912.70,7216.10,3377.30,3377.3,2899.43,May%202023.xlsx,12:00
2023-05-27 09:30:00,10,20,09:30-09:45,3913.00,8881.70,3860.06,3860.06,989.34,May%202023.xlsx,09:30
2023-05-31 12:45:00,13,26,12:45-13:00,3913.50,6128.50,2768.50,2768.5,3500.98,May%202023.xlsx,12:45
2023-05-24 03:45:00,4,8,03:45-04:00,3913.90,6703.40,3728.76,3728.76,2200.47,May%202023.xlsx,03:45
2023-05-21 12:45:00,13,26,12:45-13:00,3915.00,5229.80,2683.50,2683.5,3500.34,May%202023.xlsx,12:45
2023-05-13 10:30:00,11,22,10:30-10:45,3915.20,5613.50,2858.07,2858.07,3303.99,May%202023.xlsx,10:30
2023-05-02 07:00:00,8,15,07:00-07:15,3916.10,6327.50,3299.83,3299.83,3314.75,May%202023.xlsx,07:00
2023-05-08 10:15:00,11,21,10:15-10:30,3917.50,5218.80,2400.30,2400.3,3200.68,May%202023.xlsx,10:15
2023-05-13 15:15:00,16,31,15:15-15:30,3919.90,4529.90,2359.90,2359.9,4625.4,May%202023.xlsx,15:15
2023-05-03 14:45:00,15,30,14:45-15:00,3921.40,5299.20,3267.53,3267.53,2808.71,May%202023.xlsx,14:45
2023-05-02 05:15:00,6,11,05:15-05:30,3922.30,5470.60,3567.67,3567.67,2576.25,May%202023.xlsx,05:15
2023-05-04 03:00:00,4,7,03:00-03:15,3922.30,4289.90,2475.70,2475.7,3480.99,May%202023.xlsx,03:00
2023-05-28 11:15:00,12,23,11:15-11:30,3922.50,5655.40,2481.43,2481.43,3997.72,May%202023.xlsx,11:15
2023-05-27 10:15:00,11,21,10:15-10:30,3922.60,8839.20,3869.11,3869.11,699.9,May%202023.xlsx,10:15
2023-05-16 06:45:00,7,14,06:45-07:00,3923.60,4486.40,2319.97,2319.97,4526.56,May%202023.xlsx,06:45
2023-05-01 22:30:00,23,46,22:30-22:45,3924.30,5292.30,3488.41,3488.41,2730.35,May%202023.xlsx,22:30
2023-05-31 13:00:00,14,27,13:00-13:15,3927.80,7216.90,3721.90,3721.9,2701.53,May%202023.xlsx,13:00
2023-05-11 13:00:00,14,27,13:00-13:15,3927.80,6196.00,3140.60,3140.6,3010.44,May%202023.xlsx,13:00
2023-05-01 11:30:00,12,24,11:30-11:45,3928.30,7840.50,3925.60,3925.6,499.52,May%202023.xlsx,11:30
2023-05-31 12:15:00,13,25,12:15-12:30,3929.70,7073.70,3269.60,3269.6,3099.0,May%202023.xlsx,12:15
2023-05-14 03:30:00,4,8,03:30-03:45,3931.00,4032.10,1851.30,1851.3,4185.98,May%202023.xlsx,03:30
2023-05-16 10:45:00,11,22,10:45-11:00,3931.30,5860.30,2706.22,2706.22,3100.34,May%202023.xlsx,10:45
2023-05-17 08:00:00,9,17,08:00-08:15,3934.40,4484.20,2452.70,2452.7,3800.63,May%202023.xlsx,08:00
2023-05-30 08:45:00,9,18,08:45-09:00,3934.60,6666.10,2970.50,2970.5,3000.83,May%202023.xlsx,08:45
2023-05-26 18:15:00,19,37,18:15-18:30,3934.70,5533.10,3213.57,3213.57,4257.81,May%202023.xlsx,18:15
2023-05-11 06:30:00,7,14,06:30-06:45,3935.20,3778.40,1989.57,1989.57,4500.18,May%202023.xlsx,06:30
2023-05-27 02:00:00,3,5,02:00-02:15,3936.40,4527.90,2590.47,2590.47,4499.64,May%202023.xlsx,02:00
2023-05-07 11:15:00,12,23,11:15-11:30,3937.90,6383.00,3878.75,3878.75,2174.36,May%202023.xlsx,11:15
2023-05-03 04:45:00,5,10,04:45-05:00,3939.50,3985.80,2236.50,2236.5,3550.07,May%202023.xlsx,04:45
2023-05-14 11:45:00,12,24,11:45-12:00,3943.50,7493.30,3907.50,3907.5,1841.75,May%202023.xlsx,11:45
2023-05-16 03:45:00,4,8,03:45-04:00,3943.70,5036.80,2496.40,2496.4,3330.77,May%202023.xlsx,03:45
2023-05-16 06:15:00,7,13,06:15-06:30,3944.00,4541.00,2373.90,2373.9,4479.99,May%202023.xlsx,06:15
2023-05-17 08:30:00,9,18,08:30-08:45,3944.20,5316.90,2753.20,2753.2,3465.56,May%202023.xlsx,08:30
2023-05-27 13:45:00,14,28,13:45-14:00,3947.20,6703.10,3592.92,3592.92,2013.79,May%202023.xlsx,13:45
2023-05-13 10:45:00,11,22,10:45-11:00,3950.60,5790.10,2892.98,2892.98,3303.52,May%202023.xlsx,10:45
2023-05-26 17:30:00,18,36,17:30-17:45,3952.20,5346.80,2737.30,2737.3,3510.3,May%202023.xlsx,17:30
2023-05-07 03:15:00,4,7,03:15-03:30,3956.30,4502.70,2514.60,2514.6,4499.64,May%202023.xlsx,03:15
2023-05-01 23:45:00,24,48,23:45-24:00,3958.00,6185.60,3884.90,3884.9,1873.65,May%202023.xlsx,23:45
2023-05-03 14:00:00,15,29,14:00-14:15,3959.70,5320.10,3271.80,3271.8,2868.1,May%202023.xlsx,14:00
2023-05-07 09:30:00,10,20,09:30-09:45,3965.80,5063.20,2920.40,2920.4,3141.42,May%202023.xlsx,09:30
2023-05-02 10:30:00,11,22,10:30-10:45,3966.40,6660.00,3938.51,3938.51,2000.38,May%202023.xlsx,10:30
2023-05-12 17:15:00,18,35,17:15-17:30,3971.40,3727.50,1961.26,1961.26,5339.32,May%202023.xlsx,17:15
2023-05-16 03:15:00,4,7,03:15-03:30,3971.80,4754.60,2520.00,2520.0,3330.6,May%202023.xlsx,03:15
2023-05-22 03:45:00,4,8,03:45-04:00,3972.10,5074.80,2232.50,2232.5,3700.47,May%202023.xlsx,03:45
2023-05-04 00:45:00,1,2,00:45-01:00,3972.50,4010.90,2501.40,2501.4,3500.75,May%202023.xlsx,00:45
2023-05-25 20:30:00,21,42,20:30-20:45,3972.80,6516.00,3954.30,3805.7,1000.18,May%202023.xlsx,20:30
2023-05-13 09:00:00,10,19,09:00-09:15,3973.70,6563.20,3766.00,3766.0,2730.62,May%202023.xlsx,09:00
2023-05-03 07:15:00,8,15,07:15-07:30,3975.10,4892.70,2453.78,2453.78,3599.23,May%202023.xlsx,07:15
2023-05-20 09:45:00,10,20,09:45-10:00,3978.00,4596.70,2402.90,2402.9,4611.45,May%202023.xlsx,09:45
2023-05-19 08:30:00,9,18,08:30-08:45,3978.50,4510.70,2456.42,2456.42,4495.56,May%202023.xlsx,08:30
2023-05-06 03:30:00,4,8,03:30-03:45,3979.10,3874.40,1896.10,1896.1,4499.8,May%202023.xlsx,03:30
2023-05-22 02:45:00,3,6,02:45-03:00,3979.70,4274.70,2156.20,2156.2,3830.59,May%202023.xlsx,02:45
2023-05-01 22:15:00,23,45,22:15-22:30,3984.80,4803.90,3091.60,3091.6,3330.21,May%202023.xlsx,22:15
2023-05-25 15:15:00,16,31,15:15-15:30,3985.80,6049.40,3042.40,3042.4,3660.78,May%202023.xlsx,15:15
2023-05-05 15:15:00,16,31,15:15-15:30,3986.60,5040.40,2814.20,2814.2,3700.11,May%202023.xlsx,15:15
2023-05-16 03:00:00,4,7,03:00-03:15,3988.00,4841.20,2671.30,2671.3,3330.15,May%202023.xlsx,03:00
2023-05-01 04:00:00,5,9,04:00-04:15,3988.90,5604.60,3531.10,3531.1,2700.66,May%202023.xlsx,04:00
2023-05-14 18:45:00,19,38,18:45-19:00,3989.40,5542.30,2946.60,2946.6,4001.56,May%202023.xlsx,18:45
2023-05-02 23:45:00,24,48,23:45-24:00,3989.60,4402.90,2963.23,2963.23,3000.51,May%202023.xlsx,23:45
2023-05-09 07:30:00,8,16,07:30-07:45,3990.00,4868.30,2585.46,2585.46,3800.9,May%202023.xlsx,07:30
2023-05-04 13:15:00,14,27,13:15-13:30,3990.40,6666.90,3963.67,3963.67,1999.2,May%202023.xlsx,13:15
2023-05-12 17:00:00,18,35,17:00-17:15,3992.40,3942.40,2074.96,2074.96,5339.18,May%202023.xlsx,17:00
2023-05-04 00:00:00,1,1,00:00-00:15,3993.60,4031.20,2661.40,2661.4,3330.77,May%202023.xlsx,00:00
2023-05-01 00:15:00,1,1,00:15-00:30,3995.00,6845.60,3888.25,3888.25,1869.11,May%202023.xlsx,00:15
2023-05-15 10:30:00,11,22,10:30-10:45,3996.40,6273.70,3507.70,3507.7,2730.3,May%202023.xlsx,10:30
2023-05-13 14:45:00,15,30,14:45-15:00,3998.60,4096.70,2410.00,2410.0,5499.03,May%202023.xlsx,14:45
2023-05-26 17:45:00,18,36,17:45-18:00,4000.10,5968.90,3272.70,3272.7,3000.04,May%202023.xlsx,17:45
2023-05-19 07:30:00,8,16,07:30-07:45,4000.40,5060.60,2485.47,2485.47,4257.2,May%202023.xlsx,07:30
2023-05-16 03:30:00,4,8,03:30-03:45,4000.80,4803.10,2211.10,2211.1,3700.46,May%202023.xlsx,03:30
2023-05-26 13:30:00,14,28,13:30-13:45,4000.80,8941.30,3930.85,3930.85,989.22,May%202023.xlsx,13:30
2023-05-04 18:00:00,19,37,18:00-18:15,4002.00,4462.40,2837.10,2837.1,4200.89,May%202023.xlsx,18:00
2023-05-03 03:15:00,4,7,03:15-03:30,4003.40,4580.90,2738.00,2738.0,3000.38,May%202023.xlsx,03:15
2023-05-14 12:00:00,13,25,12:00-12:15,4003.40,6576.60,3352.20,3352.2,2841.98,May%202023.xlsx,12:00
2023-05-16 04:45:00,5,10,04:45-05:00,4004.10,4063.50,2037.30,2037.3,3873.97,May%202023.xlsx,04:45
2023-05-16 13:15:00,14,27,13:15-13:30,4004.20,5618.60,2780.40,2780.4,3800.06,May%202023.xlsx,13:15
2023-05-11 10:00:00,11,21,10:00-10:15,4013.00,5221.50,2708.80,2708.8,3466.13,May%202023.xlsx,10:00
2023-05-28 19:00:00,20,39,19:00-19:15,4013.60,3744.60,1934.20,1934.2,5000.71,May%202023.xlsx,19:00
2023-05-06 17:00:00,18,35,17:00-17:15,4016.20,4698.70,2674.03,2674.03,3571.6,May%202023.xlsx,17:00
2023-05-02 23:15:00,24,47,23:15-23:30,4016.40,4327.30,2796.70,2796.7,3010.57,May%202023.xlsx,23:15
2023-05-08 02:00:00,3,5,02:00-02:15,4017.20,3937.70,2419.83,2419.83,3900.4,May%202023.xlsx,02:00
2023-05-04 03:45:00,4,8,03:45-04:00,4017.50,4141.90,2527.70,2527.7,3556.65,May%202023.xlsx,03:45
2023-05-11 06:15:00,7,13,06:15-06:30,4018.90,3572.40,1957.70,1957.7,4700.55,May%202023.xlsx,06:15
2023-05-24 03:30:00,4,8,03:30-03:45,4020.10,6669.90,3738.31,3738.31,2481.16,May%202023.xlsx,03:30
2023-05-16 05:00:00,6,11,05:00-05:15,4021.40,5018.30,2871.40,2871.4,3000.39,May%202023.xlsx,05:00
2023-05-04 00:30:00,1,2,00:30-00:45,4026.50,3965.90,2521.10,2521.1,3544.28,May%202023.xlsx,00:30
2023-05-02 10:45:00,11,22,10:45-11:00,4030.30,6766.20,4000.60,4000.6,1999.2,May%202023.xlsx,10:45
2023-05-14 01:30:00,2,4,01:30-01:45,4030.50,4626.20,1845.90,1845.9,4499.03,May%202023.xlsx,01:30
2023-05-28 18:30:00,19,38,18:30-18:45,4031.90,6880.80,3258.60,3258.6,3250.48,May%202023.xlsx,18:30
2023-05-04 12:45:00,13,26,12:45-13:00,4032.00,5556.10,3541.00,3541.0,2730.38,May%202023.xlsx,12:45
2023-05-01 22:45:00,23,46,22:45-23:00,4032.50,4977.90,3310.20,3310.2,3330.2,May%202023.xlsx,22:45
2023-05-13 11:15:00,12,23,11:15-11:30,4033.20,6537.00,3815.40,3815.4,2730.01,May%202023.xlsx,11:15
2023-05-13 07:45:00,8,16,07:45-08:00,4034.20,5999.60,2875.50,2875.5,3571.73,May%202023.xlsx,07:45
2023-05-07 03:00:00,4,7,03:00-03:15,4035.30,4419.30,2549.60,2549.6,4500.23,May%202023.xlsx,03:00
2023-05-07 12:00:00,13,25,12:00-12:15,4036.10,5929.70,3659.87,3659.87,3000.41,May%202023.xlsx,12:00
2023-05-27 12:45:00,13,26,12:45-13:00,4037.40,5606.40,2544.70,2544.7,3641.72,May%202023.xlsx,12:45
2023-05-28 11:45:00,12,24,11:45-12:00,4039.00,6944.70,3038.28,3038.28,3119.12,May%202023.xlsx,11:45
2023-05-04 03:30:00,4,8,03:30-03:45,4040.00,4258.60,2644.40,2644.4,3522.3,May%202023.xlsx,03:30
2023-05-22 03:30:00,4,8,03:30-03:45,4043.10,5026.70,2281.20,2281.2,3700.63,May%202023.xlsx,03:30
2023-05-07 11:30:00,12,24,11:30-11:45,4044.20,5818.70,3511.30,3511.3,3000.49,May%202023.xlsx,11:30
2023-05-07 21:00:00,22,43,21:00-21:15,4044.40,4295.90,2678.45,2678.45,4995.06,May%202023.xlsx,21:00
2023-05-28 19:15:00,20,39,19:15-19:30,4046.70,3856.30,1920.40,1920.4,4981.53,May%202023.xlsx,19:15
2023-05-07 21:15:00,22,43,21:15-21:30,4048.10,4256.00,2638.56,2638.56,4995.2,May%202023.xlsx,21:15
